query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	hmmsearch_pfam_domains
Pele_DN1038_c1_g1_i1	6500.XP_005090101.1	0.0	1027.0	KOG1020@1|root,KOG1020@2759|Eukaryota,38XR9@33154|Opisthokonta,3BIQN@33208|Metazoa,3CXTJ@33213|Bilateria	33208|Metazoa	BDL	cohesin loading	NIPBL	GO:0000003,GO:0000070,GO:0000122,GO:0000278,GO:0000280,GO:0000428,GO:0000785,GO:0000819,GO:0001501,GO:0001654,GO:0001655,GO:0001656,GO:0001822,GO:0002009,GO:0003006,GO:0003007,GO:0003008,GO:0003143,GO:0003146,GO:0003151,GO:0003674,GO:0003682,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0006139,GO:0006325,GO:0006351,GO:0006355,GO:0006357,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0007064,GO:0007127,GO:0007129,GO:0007130,GO:0007275,GO:0007368,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007507,GO:0007548,GO:0007600,GO:0007605,GO:0007610,GO:0007611,GO:0007612,GO:0007613,GO:0007614,GO:0007622,GO:0007623,GO:0008022,GO:0008104,GO:0008150,GO:0008152,GO:0008361,GO:0009058,GO:0009059,GO:0009303,GO:0009314,GO:0009628,GO:0009653,GO:0009790,GO:0009792,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009987,GO:0010165,GO:0010171,GO:0010212,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010638,GO:0010646,GO:0010720,GO:0016043,GO:0016070,GO:0016072,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019725,GO:0019827,GO:0019899,GO:0019904,GO:0022008,GO:0022402,GO:0022410,GO:0022414,GO:0022607,GO:0023051,GO:0030111,GO:0030154,GO:0030278,GO:0030326,GO:0030334,GO:0030335,GO:0030431,GO:0030880,GO:0031056,GO:0031058,GO:0031063,GO:0031065,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032039,GO:0032116,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032535,GO:0032774,GO:0032879,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033333,GO:0033334,GO:0033339,GO:0033365,GO:0033554,GO:0034085,GO:0034086,GO:0034087,GO:0034088,GO:0034502,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0035050,GO:0035107,GO:0035108,GO:0035112,GO:0035113,GO:0035115,GO:0035118,GO:0035136,GO:0035138,GO:0035239,GO:0035261,GO:0035295,GO:0035327,GO:0036033,GO:0040007,GO:0040008,GO:0040012,GO:0040014,GO:0040017,GO:0040018,GO:0042471,GO:0042592,GO:0042634,GO:0042745,GO:0042826,GO:0043009,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043388,GO:0043583,GO:0043603,GO:0043604,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044877,GO:0045132,GO:0045143,GO:0045444,GO:0045595,GO:0045597,GO:0045778,GO:0045793,GO:0045892,GO:0045893,GO:0045927,GO:0045934,GO:0045935,GO:0045944,GO:0045995,GO:0046483,GO:0047485,GO:0048285,GO:0048511,GO:0048512,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048557,GO:0048562,GO:0048565,GO:0048566,GO:0048568,GO:0048583,GO:0048589,GO:0048592,GO:0048598,GO:0048608,GO:0048638,GO:0048639,GO:0048699,GO:0048701,GO:0048703,GO:0048704,GO:0048705,GO:0048706,GO:0048729,GO:0048731,GO:0048736,GO:0048806,GO:0048854,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050802,GO:0050877,GO:0050890,GO:0050896,GO:0050954,GO:0051094,GO:0051098,GO:0051099,GO:0051101,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051270,GO:0051272,GO:0051276,GO:0051321,GO:0051641,GO:0051716,GO:0051960,GO:0051962,GO:0055029,GO:0055123,GO:0060065,GO:0060173,GO:0060249,GO:0060255,GO:0060284,GO:0060322,GO:0060323,GO:0060324,GO:0060325,GO:0060429,GO:0060562,GO:0060828,GO:0061008,GO:0061010,GO:0061038,GO:0061371,GO:0061458,GO:0061695,GO:0061780,GO:0061982,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070050,GO:0070087,GO:0070192,GO:0070193,GO:0070727,GO:0071168,GO:0071214,GO:0071478,GO:0071479,GO:0071481,GO:0071704,GO:0071733,GO:0071840,GO:0071921,GO:0072001,GO:0072359,GO:0080090,GO:0090066,GO:0090202,GO:0090304,GO:0090311,GO:0090312,GO:0090579,GO:0090596,GO:0090694,GO:0097659,GO:0098727,GO:0098781,GO:0098813,GO:0104004,GO:0140013,GO:0140014,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902275,GO:1902494,GO:1902679,GO:1902680,GO:1903046,GO:1903047,GO:1903506,GO:1903507,GO:1903508,GO:1904888,GO:1905269,GO:1990234,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000147,GO:2001141,GO:2001222,GO:2001224,GO:2001252	-	ko:K06672	ko04111,map04111	-	-	-	ko00000,ko00001,ko03036	-	-	-	Cohesin_HEAT,Nipped-B_C	Cnd1, Cohesin_HEAT, HEAT, Nipped-B_C, PDS5
Pele_DN1038_c2_g1_i1	6412.HelroP90476	1.21e-87	275.0	COG2866@1|root,KOG2650@2759|Eukaryota,38DUK@33154|Opisthokonta,3BA6U@33208|Metazoa,3CUQS@33213|Bilateria	33208|Metazoa	O	metallocarboxypeptidase activity	-	-	3.4.17.1,3.4.17.15	ko:K01298,ko:K08781,ko:K08782	ko04972,ko04974,map04972,map04974	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M14,Propep_M14	Peptidase_M14, Propep_M14
Pele_DN1038_c2_g1_i6	6412.HelroP90476	1.21e-87	275.0	COG2866@1|root,KOG2650@2759|Eukaryota,38DUK@33154|Opisthokonta,3BA6U@33208|Metazoa,3CUQS@33213|Bilateria	33208|Metazoa	O	metallocarboxypeptidase activity	-	-	3.4.17.1,3.4.17.15	ko:K01298,ko:K08781,ko:K08782	ko04972,ko04974,map04972,map04974	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M14,Propep_M14	Peptidase_M14, Propep_M14
Pele_DN103908_c0_g1_i1	588596.U9SP88	3.98e-46	159.0	COG0058@1|root,KOG2099@2759|Eukaryota,38F0I@33154|Opisthokonta,3NVUR@4751|Fungi	4751|Fungi	G	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	GPH1	GO:0000272,GO:0003674,GO:0003824,GO:0004645,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0008144,GO:0008150,GO:0008152,GO:0008184,GO:0009056,GO:0009057,GO:0009251,GO:0009987,GO:0015980,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044464,GO:0048037,GO:0050662,GO:0055114,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901575	2.4.1.1	ko:K00688	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931	-	R02111	-	ko00000,ko00001,ko01000	-	GT35	-	Phosphorylase	Phosphorylase
Pele_DN103908_c0_g3_i1	3750.XP_008344777.1	5.3899999999999995e-30	114.0	COG0058@1|root,KOG2099@2759|Eukaryota,37PPE@33090|Viridiplantae,3GCI5@35493|Streptophyta,4JNIY@91835|fabids	35493|Streptophyta	G	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	-	GO:0000272,GO:0001101,GO:0003674,GO:0003824,GO:0004645,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008184,GO:0009056,GO:0009057,GO:0009251,GO:0009414,GO:0009415,GO:0009507,GO:0009536,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0015980,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0019842,GO:0030170,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046686,GO:0048037,GO:0050662,GO:0050896,GO:0055114,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901575,GO:1901700	2.4.1.1	ko:K00688	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931	-	R02111	-	ko00000,ko00001,ko01000	-	GT35	-	Phosphorylase	Phosphorylase
Pele_DN10397_c0_g1_i4	6500.XP_005097156.1	3.1e-31	124.0	2CYV8@1|root,2S6MM@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Cu2_monoox_C,Cu2_monooxygen	Cu2_monooxygen, Cu2_monoox_C
Pele_DN10397_c0_g1_i5	6500.XP_005097156.1	3.1e-31	124.0	2CYV8@1|root,2S6MM@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Cu2_monoox_C,Cu2_monooxygen	Cu2_monooxygen, Cu2_monoox_C
Pele_DN10398_c0_g1_i12	8083.ENSXMAP00000005808	2.92e-96	290.0	COG1208@1|root,2QVHZ@2759|Eukaryota,38FKW@33154|Opisthokonta,3BKHE@33208|Metazoa,3D3RS@33213|Bilateria,488G8@7711|Chordata,498CI@7742|Vertebrata,49XWU@7898|Actinopterygii	33208|Metazoa	JM	Zgc 136439	-	-	-	-	-	-	-	-	-	-	-	-	NTP_transferase	NTP_transferase, NTP_transf_3
Pele_DN10400_c0_g1_i6	6500.XP_005100863.1	4.68e-144	431.0	COG4886@1|root,KOG4308@1|root,KOG0619@2759|Eukaryota,KOG4308@2759|Eukaryota,38Q98@33154|Opisthokonta,3BAYU@33208|Metazoa,3CREI@33213|Bilateria	33208|Metazoa	S	sperm motility	TCTE1	GO:0005575,GO:0005623,GO:0005929,GO:0006928,GO:0008150,GO:0009987,GO:0031514,GO:0036126,GO:0040011,GO:0042995,GO:0043226,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0097223,GO:0097722,GO:0097729,GO:0120025	-	-	-	-	-	-	-	-	-	-	LRR_6	LRR_6
Pele_DN10405_c0_g1_i14	6669.EFX88757	5.74e-92	282.0	COG0580@1|root,KOG0224@2759|Eukaryota,392UK@33154|Opisthokonta,3BF70@33208|Metazoa,3CSKK@33213|Bilateria,41Z7Q@6656|Arthropoda	33208|Metazoa	P	Major intrinsic protein	AQP3	GO:0001101,GO:0001666,GO:0002376,GO:0002682,GO:0002684,GO:0003008,GO:0003014,GO:0003091,GO:0003097,GO:0003674,GO:0005215,GO:0005275,GO:0005342,GO:0005345,GO:0005350,GO:0005372,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005887,GO:0005911,GO:0006810,GO:0006811,GO:0006820,GO:0006833,GO:0006863,GO:0006869,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0007154,GO:0007275,GO:0007584,GO:0007588,GO:0008150,GO:0008509,GO:0008514,GO:0008643,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009887,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010876,GO:0014070,GO:0014074,GO:0015075,GO:0015144,GO:0015166,GO:0015168,GO:0015204,GO:0015205,GO:0015250,GO:0015254,GO:0015265,GO:0015267,GO:0015288,GO:0015318,GO:0015711,GO:0015718,GO:0015721,GO:0015722,GO:0015791,GO:0015793,GO:0015837,GO:0015840,GO:0015849,GO:0015850,GO:0015851,GO:0015855,GO:0016020,GO:0016021,GO:0016323,GO:0019755,GO:0022803,GO:0022829,GO:0022838,GO:0022857,GO:0030054,GO:0030104,GO:0030856,GO:0031224,GO:0031226,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0032526,GO:0033036,GO:0033273,GO:0033280,GO:0033554,GO:0033993,GO:0034219,GO:0034220,GO:0036293,GO:0036294,GO:0042044,GO:0042221,GO:0042476,GO:0042592,GO:0042742,GO:0042886,GO:0042887,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0045595,GO:0045604,GO:0045616,GO:0045682,GO:0046683,GO:0046689,GO:0046717,GO:0046903,GO:0046942,GO:0046943,GO:0048513,GO:0048518,GO:0048731,GO:0048856,GO:0048871,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050829,GO:0050878,GO:0050891,GO:0050896,GO:0051179,GO:0051234,GO:0051239,GO:0051591,GO:0051592,GO:0051704,GO:0051707,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0070293,GO:0070295,GO:0070482,GO:0070887,GO:0071310,GO:0071320,GO:0071407,GO:0071417,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071702,GO:0071705,GO:0071918,GO:0071944,GO:0072530,GO:0072531,GO:0090649,GO:0090650,GO:0098542,GO:0098590,GO:0098656,GO:1901618,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1903825,GO:1904823,GO:1905039,GO:2000026	-	ko:K09876,ko:K09877,ko:K09878,ko:K09886,ko:K10404	ko04962,ko04976,map04962,map04976	-	-	-	ko00000,ko00001,ko02000,ko04812	1.A.8,1.A.8.9	-	-	MIP	MIP
Pele_DN10405_c0_g1_i4	6669.EFX88757	5.15e-92	282.0	COG0580@1|root,KOG0224@2759|Eukaryota,392UK@33154|Opisthokonta,3BF70@33208|Metazoa,3CSKK@33213|Bilateria,41Z7Q@6656|Arthropoda	33208|Metazoa	P	Major intrinsic protein	AQP3	GO:0001101,GO:0001666,GO:0002376,GO:0002682,GO:0002684,GO:0003008,GO:0003014,GO:0003091,GO:0003097,GO:0003674,GO:0005215,GO:0005275,GO:0005342,GO:0005345,GO:0005350,GO:0005372,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005887,GO:0005911,GO:0006810,GO:0006811,GO:0006820,GO:0006833,GO:0006863,GO:0006869,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0007154,GO:0007275,GO:0007584,GO:0007588,GO:0008150,GO:0008509,GO:0008514,GO:0008643,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009887,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010876,GO:0014070,GO:0014074,GO:0015075,GO:0015144,GO:0015166,GO:0015168,GO:0015204,GO:0015205,GO:0015250,GO:0015254,GO:0015265,GO:0015267,GO:0015288,GO:0015318,GO:0015711,GO:0015718,GO:0015721,GO:0015722,GO:0015791,GO:0015793,GO:0015837,GO:0015840,GO:0015849,GO:0015850,GO:0015851,GO:0015855,GO:0016020,GO:0016021,GO:0016323,GO:0019755,GO:0022803,GO:0022829,GO:0022838,GO:0022857,GO:0030054,GO:0030104,GO:0030856,GO:0031224,GO:0031226,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0032526,GO:0033036,GO:0033273,GO:0033280,GO:0033554,GO:0033993,GO:0034219,GO:0034220,GO:0036293,GO:0036294,GO:0042044,GO:0042221,GO:0042476,GO:0042592,GO:0042742,GO:0042886,GO:0042887,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0045595,GO:0045604,GO:0045616,GO:0045682,GO:0046683,GO:0046689,GO:0046717,GO:0046903,GO:0046942,GO:0046943,GO:0048513,GO:0048518,GO:0048731,GO:0048856,GO:0048871,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050829,GO:0050878,GO:0050891,GO:0050896,GO:0051179,GO:0051234,GO:0051239,GO:0051591,GO:0051592,GO:0051704,GO:0051707,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0070293,GO:0070295,GO:0070482,GO:0070887,GO:0071310,GO:0071320,GO:0071407,GO:0071417,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071702,GO:0071705,GO:0071918,GO:0071944,GO:0072530,GO:0072531,GO:0090649,GO:0090650,GO:0098542,GO:0098590,GO:0098656,GO:1901618,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1903825,GO:1904823,GO:1905039,GO:2000026	-	ko:K09876,ko:K09877,ko:K09878,ko:K09886,ko:K10404	ko04962,ko04976,map04962,map04976	-	-	-	ko00000,ko00001,ko02000,ko04812	1.A.8,1.A.8.9	-	-	MIP	MIP
Pele_DN10408_c1_g1_i13	6500.XP_005102293.1	1.24e-211	613.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
Pele_DN10408_c1_g1_i2	6500.XP_005102293.1	4.46e-212	613.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
Pele_DN10408_c1_g1_i24	6500.XP_005102293.1	4.46e-212	613.0	COG5056@1|root,KOG0380@2759|Eukaryota,38EBW@33154|Opisthokonta,3BDG1@33208|Metazoa,3CRIC@33213|Bilateria	33208|Metazoa	I	Sterol O-acyltransferase	SOAT1	GO:0000062,GO:0000166,GO:0003008,GO:0003674,GO:0003824,GO:0004772,GO:0005488,GO:0005496,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005903,GO:0006066,GO:0006629,GO:0006810,GO:0006869,GO:0007584,GO:0007586,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008289,GO:0008374,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0010742,GO:0010876,GO:0010878,GO:0012505,GO:0015485,GO:0015850,GO:0015918,GO:0016020,GO:0016043,GO:0016125,GO:0016740,GO:0016746,GO:0016747,GO:0017076,GO:0019222,GO:0019915,GO:0022600,GO:0022607,GO:0030154,GO:0030258,GO:0030299,GO:0030301,GO:0030554,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031984,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032934,GO:0033036,GO:0033218,GO:0033344,GO:0034377,GO:0034379,GO:0034381,GO:0034383,GO:0034433,GO:0034434,GO:0034435,GO:0034736,GO:0036094,GO:0042175,GO:0042221,GO:0042592,GO:0042632,GO:0042984,GO:0042986,GO:0043062,GO:0043167,GO:0043168,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044241,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0048518,GO:0048522,GO:0048869,GO:0048878,GO:0050662,GO:0050789,GO:0050794,GO:0050892,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051235,GO:0051246,GO:0051247,GO:0055088,GO:0055092,GO:0060255,GO:0065003,GO:0065005,GO:0065007,GO:0065008,GO:0071702,GO:0071704,GO:0071825,GO:0071827,GO:0071840,GO:0080090,GO:0090077,GO:0097006,GO:0097159,GO:0097367,GO:0098827,GO:0098856,GO:0098862,GO:1901265,GO:1901360,GO:1901363,GO:1901567,GO:1901615,GO:1901681,GO:1902652,GO:1903018,GO:1903020,GO:2000112	2.3.1.26	ko:K00637	ko00100,ko04979,map00100,map04979	-	R01461	RC00004,RC00055	ko00000,ko00001,ko01000	-	-	-	MBOAT	MBOAT
